CO(GT),C6H6(GT),NOx(GT),NO2(GT),T,RH,AH,Cluster
1.5,8.8,89.0,104.0,30.2,18.0,0.7613,0
1.2,7.2,66.0,76.0,30.1,18.5,0.7747,0
1.4,8.3,85.0,84.0,29.5,19.4,0.7872,0
1.6,9.6,105.0,102.0,31.1,18.2,0.8079,0
1.6,9.0,99.0,102.0,30.3,19.0,0.8103,0
2.2,12.4,132.0,124.0,30.1,19.3,0.8083,0
3.0,15.3,186.0,147.0,28.6,22.3,0.859,1
3.0,16.1,174.0,138.0,26.1,28.3,0.9407,0
2.7,14.1,149.0,126.0,24.5,35.7,1.0807,0
2.1,11.4,114.0,112.0,23.1,41.5,1.1582,0
1.6,9.5,92.0,95.0,21.8,46.3,1.1913,0
1.3,7.4,75.0,80.0,20.9,48.9,1.1945,0
1.1,6.4,74.0,79.0,20.5,49.9,1.1903,0
0.7,4.1,35.0,49.0,20.0,50.9,1.1794,0
0.4,1.9,22.0,36.0,22.1,44.3,1.1665,0
0.2,1.4,23.0,38.0,21.0,47.5,1.1666,0
0.2,1.2,24.0,40.0,19.8,50.3,1.1444,0
0.3,2.2,30.0,37.0,19.0,52.8,1.1489,0
0.9,6.4,93.0,67.0,17.8,56.5,1.1375,0
3.1,18.5,332.0,106.0,18.2,55.8,1.1529,1
5.0,30.2,387.0,134.0,20.6,47.7,1.1448,1
2.8,14.2,267.0,123.0,22.8,41.9,1.1496,0
2.8,14.3,269.0,136.0,27.1,31.7,1.1147,1
2.1,12.6,193.0,109.0,30.4,26.4,1.131,0
3.1,18.0,239.0,144.0,31.1,26.2,1.1647,1
3.0,17.1,232.0,154.0,31.4,25.3,1.1444,1
2.1,13.0,152.0,126.0,30.8,26.7,1.168,0
1.7,11.2,115.0,98.0,31.8,25.6,1.1868,0
2.2,13.6,169.0,120.0,33.5,22.9,1.1649,0
3.5,20.5,226.0,145.0,33.1,23.5,1.1673,1
3.6,20.2,218.0,139.0,31.7,25.9,1.1883,1
4.1,23.1,245.0,148.0,29.0,30.4,1.2013,1
4.0,20.3,236.0,139.0,27.4,33.6,1.2095,1
1.8,9.3,104.0,93.0,25.2,36.4,1.1528,0
1.7,10.5,104.0,96.0,24.0,39.6,1.1662,0
2.4,13.6,144.0,104.0,23.8,39.6,1.1558,0
1.2,8.0,79.0,83.0,22.9,43.6,1.1974,0
0.8,4.6,51.0,66.0,22.8,43.9,1.202,0
0.5,3.2,38.0,55.0,21.8,47.3,1.2189,0
0.3,2.4,31.0,46.0,21.7,47.3,1.2135,0
0.35,2.1,24.0,37.0,20.8,50.3,1.2207,0
0.4,2.2,30.0,40.0,21.7,46.8,1.2031,0
1.0,6.7,73.0,51.0,20.3,52.3,1.2367,0
3.8,23.1,305.0,117.0,20.5,52.3,1.245,1
3.2,19.0,295.0,110.0,21.7,49.6,1.2673,1
3.5,20.1,331.0,136.0,24.0,43.1,1.2677,1
3.2,16.4,304.0,152.0,28.5,31.7,1.2144,1
2.3,13.0,210.0,119.0,32.2,25.1,1.189,0
2.2,13.1,163.0,106.0,34.9,20.5,1.1279,0
2.1,11.8,132.0,101.0,35.4,19.9,1.1222,0
1.9,12.7,126.0,110.0,34.4,22.5,1.205,0
2.4,14.1,150.0,124.0,34.8,22.8,1.2488,0
2.5,14.4,171.0,137.0,34.3,22.4,1.1907,0
3.6,20.7,234.0,159.0,32.5,25.3,1.2165,1
3.9,21.6,251.0,152.0,31.3,27.3,1.2234,1
4.4,24.2,294.0,166.0,30.2,29.0,1.2224,1
4.8,21.8,300.0,163.0,28.5,33.3,1.2775,1
2.5,13.0,159.0,121.0,27.3,35.3,1.2606,0
2.8,15.1,176.0,125.0,26.1,37.8,1.2575,0
3.2,16.6,192.0,120.0,24.7,47.1,1.44,1
2.6,12.7,152.0,103.0,23.6,59.8,1.7193,0
1.5,8.6,63.0,64.0,23.3,60.5,1.706,0
1.0,5.3,35.0,44.0,23.3,59.4,1.6753,0
0.8,3.6,28.0,39.5,22.9,57.7,1.5902,0
0.6,2.8,21.0,35.0,23.7,53.5,1.546,0
0.6,3.1,41.0,46.0,21.2,60.9,1.5092,0
0.7,3.7,48.0,54.0,22.1,56.2,1.48,0
1.2,6.9,102.0,68.0,21.9,57.0,1.4742,0
1.5,8.6,111.0,77.0,24.7,45.9,1.4061,0
1.3,7.1,93.0,74.0,27.0,40.8,1.4286,0
1.6,6.6,118.0,92.0,29.1,37.4,1.4833,0
1.5,7.2,93.0,83.0,31.1,32.4,1.4351,0
1.2,5.0,56.0,58.0,31.9,30.3,1.4125,0
1.1,5.7,51.0,55.0,32.8,28.9,1.412,0
1.2,6.0,52.0,61.0,33.4,27.8,1.4119,0
1.3,6.1,59.0,65.0,35.3,23.7,1.3331,0
1.4,8.0,62.0,74.0,35.8,22.4,1.2915,0
1.6,7.8,85.0,89.0,35.3,20.8,1.1664,0
2.1,11.1,109.0,103.0,33.3,23.9,1.2085,0
3.0,15.9,168.0,128.0,30.3,30.8,1.3044,0
2.8,13.7,166.0,122.0,28.3,34.5,1.3084,0
3.8,21.6,149.0,125.0,27.1,38.9,1.3758,1
3.2,16.8,118.0,119.0,25.4,43.2,1.3805,0
4.1,20.5,160.0,126.0,24.6,45.3,1.3767,1
2.6,14.1,124.0,100.0,23.7,46.0,1.3346,0
2.0,10.9,95.0,94.0,23.0,48.1,1.3322,0
0.9,3.6,34.0,52.0,24.8,43.4,1.3366,0
0.7,3.3,39.5,58.0,23.1,47.4,1.3208,0
0.6,2.4,45.0,64.0,21.7,50.2,1.2917,0
0.6,3.0,35.0,46.0,21.9,50.7,1.3138,0
1.6,8.9,141.0,88.0,20.1,57.0,1.3216,0
2.6,14.8,199.0,104.0,21.5,51.8,1.3129,0
2.9,16.2,224.0,125.0,22.9,48.7,1.3416,1
2.8,14.6,245.0,151.0,25.7,41.0,1.3351,1
1.9,8.0,153.0,113.0,29.9,33.2,1.3793,0
1.9,9.1,145.0,102.0,32.9,28.0,1.3789,0
2.1,10.0,130.0,108.0,34.0,25.6,1.3363,0
1.9,9.8,95.0,93.0,34.7,22.6,1.2297,0
1.6,8.3,88.0,89.0,35.5,20.3,1.1586,0
1.6,7.5,89.0,84.0,35.9,18.8,1.0912,0
2.1,11.7,127.0,111.0,36.2,18.6,1.0945,0
2.4,13.3,149.0,115.0,35.4,15.3,0.8613,0
2.8,14.4,170.0,127.0,32.9,15.5,0.7649,0
3.4,17.9,210.0,129.0,29.9,19.8,0.8211,1
3.4,15.9,230.0,140.0,28.1,22.4,0.8394,1
2.7,14.2,203.0,137.0,26.1,24.7,0.8233,0
2.6,13.8,174.0,130.0,25.0,28.7,0.8944,0
2.3,11.7,164.0,121.0,24.3,31.0,0.9268,0
1.2,6.2,76.0,79.0,24.0,31.2,0.919,0
1.0,5.1,52.0,69.0,22.4,34.9,0.9362,0
0.9,4.5,47.0,61.0,21.2,37.6,0.9355,0
1.1,4.9,42.0,59.5,19.5,42.3,0.9461,0
0.75,2.5,37.0,58.0,21.2,39.4,0.9802,0
0.4,2.3,41.0,58.0,19.5,42.4,0.9515,0
0.9,5.5,74.0,70.0,18.6,45.8,0.9723,0
1.8,10.4,168.0,104.0,19.7,44.1,1.0039,0
2.2,12.4,176.0,109.0,21.9,39.4,1.0243,0
2.4,14.0,184.0,129.0,24.5,34.3,1.0407,0
2.3,12.7,187.0,144.0,30.0,25.6,1.0674,0
1.6,9.0,118.0,101.0,34.5,18.9,1.0168,0
1.4,8.5,89.0,90.0,36.3,17.5,1.0411,0
1.4,8.2,70.0,86.0,37.7,16.0,1.0231,0
1.0,5.9,51.0,69.0,38.3,15.8,1.0465,0
1.0,5.6,52.0,65.0,38.4,17.5,1.1609,0
1.2,6.7,70.0,73.0,37.2,20.5,1.2813,0
1.3,6.1,80.0,73.0,34.0,26.4,1.3781,0
1.5,6.7,90.0,78.0,32.3,30.4,1.445,0
1.9,9.2,111.0,98.0,30.5,33.9,1.4564,0
1.8,8.2,107.0,99.0,29.2,37.8,1.5098,0
1.4,7.0,73.0,83.0,28.4,39.1,1.4881,0
1.7,9.5,75.0,88.0,27.7,40.6,1.4828,0
2.7,15.1,144.0,117.0,27.2,42.5,1.5069,0
2.1,11.7,120.0,97.0,26.5,44.8,1.528,0
1.4,9.3,71.0,75.0,25.5,47.6,1.5318,0
1.0,6.4,40.0,53.0,25.2,47.8,1.5076,0
1.0,6.7,37.0,49.0,23.2,53.7,1.5046,0
0.8,4.2,34.0,45.0,23.2,52.3,1.4668,0
0.5,2.6,27.0,42.0,24.0,50.3,1.4811,0
0.6,2.8,30.0,44.0,23.5,51.2,1.4634,0
0.6,3.1,40.0,50.0,23.5,50.8,1.452,0
1.0,6.2,56.0,60.0,24.7,47.6,1.4597,0
1.6,7.9,104.0,100.0,27.2,41.1,1.4611,0
1.9,10.5,121.0,111.0,31.0,32.4,1.4294,0
1.7,9.0,100.0,110.0,35.2,24.8,1.3854,0
1.1,6.3,59.0,74.0,37.8,18.5,1.1977,0
0.8,3.5,42.0,56.0,39.0,15.1,1.0424,0
0.7,4.0,38.0,50.0,41.3,12.8,0.9933,0
0.7,4.2,40.0,54.0,41.8,11.9,0.9476,0
1.2,6.9,70.0,90.0,42.2,14.2,1.1609,0
1.6,7.9,95.0,109.0,41.4,15.5,1.2089,0
1.6,7.9,90.0,110.0,38.9,21.4,1.4605,0
1.7,10.3,90.0,103.0,34.3,26.0,1.3865,0
2.0,10.5,111.0,120.0,32.7,27.7,1.3439,0
2.3,12.7,135.0,134.0,30.5,30.4,1.3031,0
2.4,11.9,146.0,137.0,29.0,33.6,1.3277,0
1.7,9.3,100.0,99.0,28.2,36.6,1.3781,0
1.2,7.9,69.0,78.0,27.2,38.9,1.3821,0
1.0,5.0,47.0,63.0,26.7,40.0,1.3754,0
0.6,3.4,26.0,41.0,26.0,41.2,1.3598,0
0.5,3.2,25.0,40.0,22.8,50.1,1.3677,0
0.4,2.7,24.0,39.0,24.0,46.6,1.37,0
0.5,3.1,55.0,60.0,24.0,46.4,1.3689,0
0.7,5.0,47.0,54.0,23.7,47.1,1.3602,0
3.2,20.7,209.0,119.0,23.6,47.3,1.3634,1
5.6,32.4,348.0,159.0,25.5,43.1,1.3891,1
4.6,24.2,337.0,182.0,28.5,36.8,1.4128,1
3.3,16.6,280.0,183.0,32.6,28.0,1.3566,1
2.1,13.2,169.0,144.0,36.3,23.4,1.3902,0
1.9,12.3,126.0,118.0,37.5,21.5,1.3673,0
1.9,12.1,108.0,106.0,39.6,19.0,1.3447,0
1.6,11.1,93.0,97.0,40.1,19.3,1.4013,0
2.0,13.1,112.0,129.0,40.4,20.0,1.4854,0
1.8,11.6,110.0,130.0,39.9,20.1,1.4495,0
2.9,17.7,188.0,163.0,39.1,19.6,1.3542,1
3.4,19.5,203.0,160.0,37.0,21.9,1.3503,1
3.1,19.7,167.0,140.0,33.9,26.8,1.3899,1
2.5,15.1,116.0,115.0,31.9,30.6,1.4201,0
1.8,11.1,89.0,92.0,29.7,33.9,1.3874,0
1.8,11.7,103.0,99.0,28.6,36.8,1.416,0
2.0,11.7,100.0,96.0,27.8,38.7,1.4187,0
1.5,9.7,86.0,80.0,27.8,40.0,1.4691,0
0.8,6.0,52.0,65.0,27.5,41.3,1.4962,0
0.4,3.9,27.0,46.0,27.3,41.6,1.4906,0
0.3,2.6,31.0,51.5,26.0,44.2,1.4657,0
0.4,2.8,35.0,57.0,24.8,48.0,1.4857,0
0.5,3.0,42.0,54.0,25.9,45.1,1.4889,0
0.7,5.4,57.0,62.0,25.3,47.6,1.5108,0
3.4,23.5,228.0,102.0,24.7,49.5,1.5201,1
5.7,33.5,350.0,140.0,27.1,43.1,1.5224,1
3.2,15.5,232.0,121.0,28.3,39.8,1.5053,1
2.7,15.3,206.0,132.0,32.4,32.3,1.5484,0
2.1,12.8,159.0,122.0,35.4,27.8,1.5733,0
2.8,15.2,184.0,148.0,35.5,27.4,1.5635,0
2.5,15.7,136.0,133.0,37.8,24.4,1.5722,0
2.1,12.3,124.0,130.0,37.2,25.5,1.5914,0
2.5,15.3,133.0,141.0,37.2,25.6,1.6014,0
2.7,17.6,156.0,172.0,38.0,25.0,1.6312,1
3.7,21.5,200.0,198.0,37.1,26.9,1.6635,1
3.7,23.2,202.0,181.0,36.9,27.8,1.7099,1
4.6,25.6,286.0,202.0,34.7,31.9,1.7325,1
2.6,14.3,141.0,120.0,31.9,38.4,1.7897,0
2.5,14.4,117.0,115.0,30.5,42.3,1.8173,0
2.3,12.6,110.0,112.0,29.3,45.8,1.8362,0
2.2,13.7,100.0,97.0,28.2,48.1,1.8144,0
2.5,13.1,112.0,100.0,27.3,51.0,1.8287,0
0.9,6.1,35.0,47.0,26.8,52.4,1.8141,0
0.8,5.8,33.0,44.0,26.0,54.9,1.8141,0
0.7,3.7,30.5,43.0,26.8,51.9,1.8058,0
0.5,2.6,28.0,42.0,26.9,51.8,1.805,0
0.7,4.6,49.0,57.0,24.6,59.1,1.8013,0
0.9,7.4,81.0,61.0,26.4,53.1,1.7987,0
2.2,15.2,178.0,106.0,27.3,46.4,1.6542,0
2.8,16.7,223.0,136.0,28.4,40.4,1.5442,1
2.9,17.0,290.0,157.0,30.8,37.1,1.6169,1
2.9,18.0,274.0,171.0,34.2,30.7,1.6252,1
3.0,16.1,278.0,190.0,37.0,26.5,1.6352,1
2.5,13.4,152.0,155.0,36.6,27.8,1.676,0
2.3,14.0,118.0,139.0,36.9,26.9,1.6477,0
2.1,13.4,141.0,152.0,39.3,22.2,1.552,0
1.9,10.4,131.0,143.0,38.5,22.4,1.5018,0
2.3,12.7,171.0,168.0,39.7,20.4,1.4594,0
4.2,24.5,287.0,226.0,38.8,24.2,1.6433,1
4.9,27.8,267.0,207.0,33.5,38.0,1.939,1
4.9,23.3,280.0,197.0,34.0,32.9,1.7251,1
3.5,17.6,224.0,158.0,31.9,33.7,1.5663,1
2.5,14.5,137.0,124.0,30.2,37.6,1.587,0
2.5,14.4,118.0,110.0,28.9,41.0,1.6096,0
2.6,14.2,128.0,112.0,27.8,45.2,1.6604,0
2.3,12.9,111.0,102.0,27.1,47.4,1.6701,0
1.5,9.9,66.0,77.0,26.2,49.4,1.6555,0
0.9,5.1,36.0,50.0,26.9,49.3,1.7196,0
0.6,2.8,33.5,45.0,26.3,50.8,1.7058,0
0.6,3.2,31.0,40.0,24.9,54.6,1.6908,0
0.8,5.4,75.0,66.0,23.4,58.6,1.6651,0
0.9,6.4,66.0,60.0,24.4,55.2,1.6604,0
2.4,17.1,154.0,85.0,25.1,54.3,1.7057,0
3.9,22.3,239.0,120.0,26.6,51.2,1.7565,1
2.9,14.6,246.0,134.0,28.2,47.1,1.7752,1
2.7,13.3,261.0,149.0,31.6,39.4,1.7969,0
2.0,10.5,179.0,125.0,34.2,31.8,1.6837,0
2.4,14.2,159.0,132.0,36.6,27.1,1.6352,0
2.0,12.2,111.0,114.0,37.6,26.9,1.715,0
1.8,10.1,101.0,110.0,38.1,26.3,1.7213,0
1.9,11.7,118.0,121.0,37.8,26.9,1.7392,0
1.8,10.9,120.0,127.0,37.8,22.7,1.4653,0
2.9,17.3,177.0,157.0,36.9,24.7,1.5134,1
3.3,18.0,186.0,169.0,34.5,28.5,1.531,1
4.4,22.9,235.0,179.0,32.5,30.9,1.4875,1
3.4,16.5,195.0,149.0,30.9,30.4,1.338,1
1.9,10.2,106.0,111.0,28.7,34.7,1.3457,0
2.1,11.6,107.0,112.0,27.7,39.3,1.4372,0
2.5,14.3,134.0,120.0,26.8,45.1,1.5645,0
2.3,13.3,117.0,105.0,26.1,45.3,1.5115,0
1.7,10.0,83.0,90.0,25.9,46.1,1.5174,0
1.5,7.6,77.0,87.0,25.3,47.6,1.513,0
0.8,3.4,57.0,70.5,26.6,43.0,1.4773,0
0.65,3.3,37.0,54.0,25.3,47.2,1.5025,0
0.5,2.9,50.0,61.0,25.1,48.0,1.5115,0
0.8,5.6,60.0,63.0,24.8,50.6,1.5654,0
2.6,17.5,179.0,102.0,25.7,49.7,1.615,0
4.9,29.0,300.0,149.0,27.4,45.5,1.6396,1
2.9,17.0,263.0,147.0,29.3,40.0,1.6082,1
2.8,15.6,265.0,158.0,33.6,28.7,1.4693,1
1.8,10.1,164.0,112.0,34.6,27.7,1.4991,0
1.8,11.7,122.0,108.0,35.6,27.2,1.5557,0
1.9,12.0,125.0,120.0,36.9,23.3,1.4313,0
1.7,11.0,125.0,117.0,38.8,20.7,1.4036,0
1.7,11.2,115.0,119.0,38.1,22.6,1.4868,0
1.9,10.5,162.0,149.0,37.1,23.0,1.4229,0
2.1,11.8,149.0,174.0,34.8,19.3,1.0543,0
2.4,13.8,161.0,163.0,33.6,20.7,1.059,0
3.0,17.3,201.0,161.0,31.4,18.5,0.8376,1
2.8,14.2,209.0,154.0,29.5,23.8,0.9623,1
1.9,10.7,133.0,124.0,27.4,27.1,0.9736,0
2.1,12.7,133.0,122.0,26.1,31.1,1.0338,0
1.8,10.1,134.0,119.0,25.5,34.0,1.0935,0
2.5,13.1,164.0,131.0,24.0,37.8,1.1125,0
1.1,7.4,72.0,84.0,24.2,37.3,1.1118,0
0.7,4.6,50.0,77.0,23.4,40.6,1.1571,0
0.7,4.7,38.5,59.0,21.8,46.6,1.1991,0
0.4,2.8,27.0,41.0,22.6,43.0,1.1629,0
0.7,4.5,74.0,68.0,20.2,50.7,1.1844,0
0.7,5.9,69.0,69.0,20.5,49.3,1.176,0
1.8,11.1,162.0,101.0,21.4,48.0,1.2086,0
2.3,14.4,208.0,120.0,23.2,43.9,1.2344,0
1.9,11.1,168.0,124.0,25.3,40.7,1.2921,0
1.7,9.9,139.0,113.0,29.9,31.1,1.2883,0
1.3,8.8,104.0,97.0,33.9,21.3,1.1067,0
1.5,9.9,99.0,94.0,36.3,16.0,0.9465,0
1.3,7.4,89.0,86.0,36.6,15.2,0.9177,0
0.8,6.1,57.0,70.0,37.4,15.8,0.9998,0
0.8,6.2,64.0,70.0,37.9,15.0,0.9721,0
1.1,7.1,65.0,82.0,38.0,16.8,1.0933,0
1.2,8.0,79.0,93.0,36.9,17.5,1.0789,0
1.2,7.3,80.0,89.0,35.3,17.0,0.9561,0
1.4,8.7,81.0,90.0,31.9,20.4,0.9462,0
1.1,7.5,59.0,67.0,29.1,29.6,1.1792,0
1.5,9.0,90.0,94.0,27.4,33.4,1.2022,0
2.0,11.6,122.0,109.0,26.7,35.8,1.2318,0
1.9,10.2,120.0,103.0,25.2,42.7,1.3473,0
2.2,12.3,126.0,101.0,24.0,51.9,1.5252,0
1.1,6.4,68.0,71.0,24.5,44.4,1.3476,0
1.1,7.2,65.0,71.0,22.6,51.0,1.3805,0
0.8,6.1,51.5,60.0,22.2,52.7,1.3891,0
0.6,4.3,38.0,49.0,21.2,56.8,1.4094,0
0.6,3.8,31.0,43.0,20.3,59.6,1.3994,0
0.6,4.0,40.0,44.0,21.3,56.7,1.4178,0
0.6,4.2,36.0,42.0,23.0,54.6,1.5177,0
1.1,6.1,64.0,69.0,23.7,54.3,1.5731,0
1.0,6.0,56.0,65.0,25.4,49.3,1.5732,0
1.0,5.9,56.0,68.0,29.6,37.7,1.544,0
1.0,5.4,43.0,58.0,33.9,26.2,1.3664,0
0.8,4.9,40.0,52.0,35.8,22.4,1.2933,0
0.7,3.9,34.0,46.0,37.9,18.8,1.222,0
0.4,3.2,28.0,40.0,38.5,14.8,0.9942,0
0.5,4.1,32.0,47.0,39.3,14.5,1.0149,0
0.6,4.0,39.0,56.0,38.9,15.6,1.0613,0
0.7,4.8,52.0,64.0,37.9,12.7,0.8211,0
0.9,5.5,60.0,71.0,35.8,13.4,0.7749,0
1.6,9.1,104.0,103.0,32.3,19.7,0.9345,0
1.6,9.1,102.0,97.0,30.1,23.5,0.9869,0
1.7,10.1,120.0,108.0,28.2,28.7,1.0806,0
1.3,7.4,89.0,87.0,26.0,35.7,1.1842,0
1.9,9.9,121.0,104.0,25.3,39.2,1.2452,0
1.5,9.0,107.0,93.0,24.7,38.7,1.1845,0
0.6,3.7,41.0,55.0,25.5,35.7,1.1499,0
0.4,3.0,34.0,49.0,22.5,43.2,1.1589,0
0.3,2.5,37.5,52.5,21.6,46.1,1.1761,0
0.35,2.6,41.0,56.0,19.7,51.4,1.1688,0
0.4,2.4,38.0,43.0,21.6,45.7,1.1665,0
0.7,5.6,59.0,57.0,21.1,47.3,1.1654,0
2.0,14.3,165.0,80.0,21.6,44.1,1.1269,0
3.9,27.7,287.0,134.0,23.7,37.9,1.0988,1
3.6,19.1,317.0,157.0,26.0,30.1,0.9953,1
3.2,15.9,330.0,175.0,30.6,23.2,1.001,1
2.2,12.3,204.0,147.0,34.1,19.1,1.0048,0
2.2,12.2,189.0,140.0,36.2,18.0,1.0636,0
2.1,11.7,165.0,137.0,37.4,17.3,1.0914,0
1.8,10.4,139.0,123.0,39.5,15.6,1.102,0
2.0,12.7,156.0,138.0,40.4,14.9,1.1033,0
1.8,11.1,130.0,132.0,40.1,16.1,1.1699,0
3.0,19.0,173.0,174.0,39.3,18.9,1.3251,1
4.3,24.1,302.0,203.0,37.3,19.9,1.2437,1
3.5,19.1,239.0,176.0,33.6,22.9,1.1747,1
2.5,13.6,139.0,125.0,30.7,28.9,1.2501,0
1.8,10.7,92.0,98.0,28.8,32.8,1.2776,0
1.9,11.3,104.0,103.0,27.3,36.8,1.3207,0
1.9,9.6,108.0,104.0,26.2,39.7,1.3249,0
1.9,9.8,107.0,105.0,25.4,43.0,1.37,0
0.9,4.9,55.0,75.0,25.8,41.0,1.3461,0
0.7,4.1,43.0,60.0,23.3,48.4,1.3677,0
0.6,3.3,33.0,48.0,23.5,47.8,1.3607,0
0.4,2.2,23.0,36.0,23.5,46.7,1.3361,0
0.7,4.6,65.0,66.0,21.8,52.3,1.3539,0
1.6,10.2,165.0,97.0,21.8,52.5,1.3529,0
3.8,23.3,274.0,115.0,22.9,49.1,1.3546,1
5.1,31.0,369.0,145.0,24.9,43.3,1.3422,1
3.4,17.6,308.0,162.0,26.7,39.4,1.3556,1
2.6,14.3,227.0,147.0,30.5,32.9,1.4135,0
2.2,13.7,178.0,132.0,34.2,27.2,1.4404,0
3.4,19.3,267.0,179.0,38.2,20.9,1.3701,1
3.4,19.3,278.0,174.0,39.6,16.9,1.2028,1
1.8,11.3,165.0,132.0,39.9,15.8,1.141,0
2.0,12.7,172.0,151.0,40.2,13.9,1.02,0
2.4,15.3,216.0,168.0,39.6,13.2,0.9332,0
3.8,22.5,306.0,192.0,39.5,12.6,0.8894,1
4.4,25.0,317.0,194.0,37.9,13.9,0.9015,1
3.9,21.1,251.0,155.0,34.2,17.9,0.9444,1
4.0,23.8,230.0,159.0,32.6,20.6,0.9939,1
2.5,14.9,154.0,125.0,30.4,23.2,0.9889,0
2.1,12.8,137.0,108.0,28.8,25.1,0.9793,0
2.4,14.3,133.0,110.0,27.8,29.9,1.1018,0
2.1,14.3,117.0,99.0,26.9,32.6,1.1381,0
1.6,9.2,106.0,95.0,26.3,33.7,1.1377,0
0.8,5.1,55.0,69.0,25.7,33.9,1.1065,0
0.5,3.0,41.0,57.0,24.8,36.0,1.1109,0
0.4,2.6,27.0,45.0,25.5,34.6,1.1096,0
0.5,4.0,46.0,53.0,24.0,37.8,1.1077,0
1.3,9.9,144.0,88.0,23.9,39.3,1.1522,0
4.1,27.3,392.0,136.0,24.8,38.4,1.1808,1
4.1,27.9,358.0,141.0,26.9,34.4,1.2036,1
4.0,24.5,381.0,189.0,29.6,28.7,1.1706,1
2.2,14.2,261.0,166.0,34.6,21.1,1.1398,0
2.0,11.9,207.0,154.0,38.3,17.0,1.1216,0
2.0,13.1,155.0,149.0,40.4,14.5,1.0736,0
2.2,15.1,193.0,142.0,42.6,9.6,0.8012,0
2.2,14.1,195.0,130.0,42.5,10.2,0.8478,0
1.8,11.3,159.0,121.0,41.0,11.6,0.8872,0
1.8,10.8,120.0,116.0,41.3,13.0,1.0154,0
3.3,21.5,228.0,177.0,39.2,14.5,1.0106,1
4.3,21.8,348.0,233.0,36.9,17.9,1.096,1
5.3,29.8,337.0,223.0,35.6,20.4,1.1646,1
4.3,22.5,282.0,184.0,33.7,22.6,1.1658,1
3.6,21.8,228.0,165.0,31.5,27.8,1.2671,1
2.4,17.1,168.0,132.0,31.1,29.3,1.3055,0
2.1,15.4,173.0,122.0,30.2,30.9,1.3026,0
1.2,10.2,87.0,88.0,29.8,30.2,1.2502,0
0.9,7.2,65.0,79.0,28.4,32.5,1.2361,0
0.6,5.8,43.0,60.0,27.5,34.0,1.231,0
0.5,4.2,43.0,60.0,26.8,35.3,1.2243,0
0.55,5.1,43.0,60.0,24.5,40.4,1.2251,0
0.6,5.4,66.0,74.0,25.6,38.8,1.2545,0
0.6,6.2,57.0,62.0,27.5,34.6,1.2518,0
2.2,16.9,231.0,115.0,25.9,37.4,1.2289,0
3.2,23.2,219.0,119.0,28.5,32.5,1.2441,1
3.0,18.0,288.0,155.0,29.5,32.7,1.3229,1
2.7,17.6,312.0,162.0,29.8,33.1,1.3693,1
3.2,20.3,361.0,189.0,33.4,26.8,1.3586,1
1.4,10.6,147.0,115.0,40.3,15.8,1.1604,0
1.3,9.9,111.0,109.0,41.8,15.0,1.1989,0
1.4,10.7,98.0,108.0,41.1,15.7,1.2071,0
2.1,16.5,156.0,145.0,41.9,14.8,1.1944,0
2.4,16.9,213.0,167.0,40.9,14.6,1.114,1
3.1,20.5,250.0,200.0,39.1,16.9,1.1705,1
3.5,19.4,253.0,178.0,36.4,27.3,1.6308,1
5.1,30.0,317.0,206.0,34.9,29.3,1.611,1
4.5,24.6,309.0,192.0,33.6,26.4,1.3515,1
2.9,16.9,201.0,137.0,32.2,27.6,1.3044,0
2.6,15.8,173.0,128.0,30.5,29.7,1.2742,0
2.7,16.6,156.0,121.0,29.4,35.6,1.4383,0
3.2,19.5,190.0,136.0,29.1,34.8,1.38,1
2.3,16.6,129.0,109.0,27.7,41.9,1.537,0
1.0,6.2,65.0,74.0,27.9,41.6,1.5425,0
0.5,2.7,47.0,57.0,27.8,43.7,1.6039,0
0.4,2.3,29.0,40.0,27.4,42.2,1.5177,0
0.6,3.9,58.0,61.0,26.6,42.8,1.4713,0
1.0,7.2,92.0,83.0,26.9,40.3,1.4041,0
2.9,18.1,228.0,129.0,27.0,37.3,1.3081,1
2.7,15.1,172.0,122.0,27.0,35.3,1.2396,0
1.8,9.7,154.0,115.0,27.4,32.0,1.1545,0
1.8,9.4,166.0,130.0,30.5,24.7,1.0592,0
1.7,9.6,149.0,137.0,32.9,20.1,0.9902,0
1.5,9.5,111.0,116.0,33.9,18.4,0.9587,0
1.7,9.6,145.0,129.0,34.4,19.3,1.0325,0
1.3,9.6,105.0,117.0,34.2,19.6,1.0399,0
1.5,10.3,113.0,138.0,33.2,20.4,1.0195,0
1.5,10.2,115.0,139.0,32.4,19.1,0.915,0
2.3,14.0,202.0,180.0,32.2,17.1,0.8124,1
2.2,14.0,180.0,162.0,31.0,17.1,0.7526,0
2.8,16.6,190.0,158.0,28.3,24.9,0.9412,1
2.7,13.6,207.0,162.0,26.6,30.2,1.033,1
1.7,10.2,113.0,112.0,24.8,36.8,1.1357,0
1.5,9.5,98.0,104.0,23.7,43.4,1.2495,0
2.3,11.8,152.0,125.0,23.0,46.2,1.2815,0
2.3,13.0,161.0,127.0,22.7,47.7,1.2977,0
1.5,9.6,91.0,95.0,22.2,49.5,1.3081,0
1.0,6.7,57.0,70.0,21.6,51.9,1.3254,0
0.5,2.9,39.5,51.5,22.3,50.4,1.3379,0
0.3,2.6,22.0,33.0,22.4,49.7,1.3333,0
0.4,4.0,41.0,45.0,21.7,52.0,1.3313,0
0.5,4.3,53.0,56.0,21.1,53.2,1.3181,0
